FIPS_Code,State,Area_Name,Attribute,Value,Dataset
6017,CA,El Dorado County,POV017_2023,2864.0,poverty
6017,CA,El Dorado County,CI90LB017_2023,1967.0,poverty
6017,CA,El Dorado County,CI90UB017_2023,3761.0,poverty
6017,CA,El Dorado County,PCTPOV017_2023,7.8,poverty
6017,CA,El Dorado County,CI90LB017P_2023,5.3,poverty
6017,CA,El Dorado County,CI90UB017P_2023,10.3,poverty
6017,CA,El Dorado County,POV517_2023,2064.0,poverty
6017,CA,El Dorado County,CI90LB517_2023,1391.0,poverty
6017,CA,El Dorado County,CI90UB517_2023,2737.0,poverty
6017,CA,El Dorado County,PCTPOV517_2023,7.3,poverty
6017,CA,El Dorado County,CI90LB517P_2023,4.9,poverty
6017,CA,El Dorado County,CI90UB517P_2023,9.7,poverty
6017,CA,El Dorado County,MEDHHINC_2023,107063.0,poverty
6017,CA,El Dorado County,CI90LBINC_2023,102121.0,poverty
6017,CA,El Dorado County,CI90UBINC_2023,112005.0,poverty
6019,CA,Fresno County,Rural_Urban_Continuum_Code_2023,1.0,poverty
6019,CA,Fresno County,POVALL_2023,177171.0,poverty
6019,CA,Fresno County,CI90LBALL_2023,163569.0,poverty
6019,CA,Fresno County,CI90UBALL_2023,190773.0,poverty
6019,CA,Fresno County,PCTPOVALL_2023,17.7,poverty
6019,CA,Fresno County,CI90LBALLP_2023,16.3,poverty
6019,CA,Fresno County,CI90UBALLP_2023,19.1,poverty
6019,CA,Fresno County,POV017_2023,64163.0,poverty
6019,CA,Fresno County,CI90LB017_2023,57553.0,poverty
6019,CA,Fresno County,CI90UB017_2023,70773.0,poverty
6019,CA,Fresno County,PCTPOV017_2023,23.3,poverty
6019,CA,Fresno County,CI90LB017P_2023,20.9,poverty
6019,CA,Fresno County,CI90UB017P_2023,25.7,poverty
6019,CA,Fresno County,POV517_2023,47686.0,poverty
6019,CA,Fresno County,CI90LB517_2023,42714.0,poverty
6019,CA,Fresno County,CI90UB517_2023,52658.0,poverty
6019,CA,Fresno County,PCTPOV517_2023,23.0,poverty
6019,CA,Fresno County,CI90LB517P_2023,20.6,poverty
6019,CA,Fresno County,CI90UB517P_2023,25.4,poverty
6019,CA,Fresno County,MEDHHINC_2023,71271.0,poverty
6019,CA,Fresno County,CI90LBINC_2023,69560.0,poverty
6019,CA,Fresno County,CI90UBINC_2023,72982.0,poverty
6021,CA,Glenn County,Rural_Urban_Continuum_Code_2023,6.0,poverty
6021,CA,Glenn County,POVALL_2023,3769.0,poverty
6021,CA,Glenn County,CI90LBALL_2023,2938.0,poverty
6021,CA,Glenn County,CI90UBALL_2023,4600.0,poverty
6021,CA,Glenn County,PCTPOVALL_2023,13.5,poverty
6021,CA,Glenn County,CI90LBALLP_2023,10.5,poverty
6021,CA,Glenn County,CI90UBALLP_2023,16.5,poverty
6021,CA,Glenn County,POV017_2023,1116.0,poverty
6021,CA,Glenn County,CI90LB017_2023,718.0,poverty
6021,CA,Glenn County,CI90UB017_2023,1514.0,poverty
6021,CA,Glenn County,PCTPOV017_2023,15.1,poverty
6021,CA,Glenn County,CI90LB017P_2023,9.7,poverty
6021,CA,Glenn County,CI90UB017P_2023,20.5,poverty
6021,CA,Glenn County,POV517_2023,944.0,poverty
6021,CA,Glenn County,CI90LB517_2023,620.0,poverty
6021,CA,Glenn County,CI90UB517_2023,1268.0,poverty
6021,CA,Glenn County,PCTPOV517_2023,16.9,poverty
6021,CA,Glenn County,CI90LB517P_2023,11.1,poverty
6021,CA,Glenn County,CI90UB517P_2023,22.7,poverty
6021,CA,Glenn County,MEDHHINC_2023,64197.0,poverty
6021,CA,Glenn County,CI90LBINC_2023,57452.0,poverty
6021,CA,Glenn County,CI90UBINC_2023,70942.0,poverty
6023,CA,Humboldt County,Rural_Urban_Continuum_Code_2023,5.0,poverty
6023,CA,Humboldt County,POVALL_2023,21856.0,poverty
6023,CA,Humboldt County,CI90LBALL_2023,18748.0,poverty
6023,CA,Humboldt County,CI90UBALL_2023,24964.0,poverty
6023,CA,Humboldt County,PCTPOVALL_2023,16.7,poverty
6023,CA,Humboldt County,CI90LBALLP_2023,14.3,poverty
6023,CA,Humboldt County,CI90UBALLP_2023,19.1,poverty
6023,CA,Humboldt County,POV017_2023,4502.0,poverty
6023,CA,Humboldt County,CI90LB017_2023,3215.0,poverty
6023,CA,Humboldt County,CI90UB017_2023,5789.0,poverty
6023,CA,Humboldt County,PCTPOV017_2023,18.5,poverty
6023,CA,Humboldt County,CI90LB017P_2023,13.2,poverty
6023,CA,Humboldt County,CI90UB017P_2023,23.8,poverty
6023,CA,Humboldt County,POV517_2023,3217.0,poverty
6023,CA,Humboldt County,CI90LB517_2023,2239.0,poverty
6023,CA,Humboldt County,CI90UB517_2023,4195.0,poverty
6023,CA,Humboldt County,PCTPOV517_2023,17.8,poverty
6023,CA,Humboldt County,CI90LB517P_2023,12.4,poverty
6023,CA,Humboldt County,CI90UB517P_2023,23.2,poverty
6023,CA,Humboldt County,MEDHHINC_2023,61307.0,poverty
6023,CA,Humboldt County,CI90LBINC_2023,58736.0,poverty
6023,CA,Humboldt County,CI90UBINC_2023,63878.0,poverty
6025,CA,Imperial County,Rural_Urban_Continuum_Code_2023,3.0,poverty
6025,CA,Imperial County,POVALL_2023,29810.0,poverty
6025,CA,Imperial County,CI90LBALL_2023,25181.0,poverty
6025,CA,Imperial County,CI90UBALL_2023,34439.0,poverty
6025,CA,Imperial County,PCTPOVALL_2023,17.3,poverty
6025,CA,Imperial County,CI90LBALLP_2023,14.6,poverty
6025,CA,Imperial County,CI90UBALLP_2023,20.0,poverty
6025,CA,Imperial County,POV017_2023,10997.0,poverty
6025,CA,Imperial County,CI90LB017_2023,8301.0,poverty
6025,CA,Imperial County,CI90UB017_2023,13693.0,poverty
6025,CA,Imperial County,PCTPOV017_2023,22.1,poverty
6025,CA,Imperial County,CI90LB017P_2023,16.7,poverty
6025,CA,Imperial County,CI90UB017P_2023,27.5,poverty
6025,CA,Imperial County,POV517_2023,7823.0,poverty
6025,CA,Imperial County,CI90LB517_2023,5637.0,poverty
6025,CA,Imperial County,CI90UB517_2023,10009.0,poverty
6025,CA,Imperial County,PCTPOV517_2023,20.7,poverty
6025,CA,Imperial County,CI90LB517P_2023,14.9,poverty
6025,CA,Imperial County,CI90UB517P_2023,26.5,poverty
6025,CA,Imperial County,MEDHHINC_2023,58768.0,poverty
6025,CA,Imperial County,CI90LBINC_2023,55235.0,poverty
6025,CA,Imperial County,CI90UBINC_2023,62301.0,poverty
6027,CA,Inyo County,Rural_Urban_Continuum_Code_2023,6.0,poverty
6027,CA,Inyo County,POVALL_2023,2169.0,poverty
6027,CA,Inyo County,CI90LBALL_2023,1665.0,poverty
6027,CA,Inyo County,CI90UBALL_2023,2673.0,poverty
6027,CA,Inyo County,PCTPOVALL_2023,11.8,poverty
6027,CA,Inyo County,CI90LBALLP_2023,9.1,poverty
6027,CA,Inyo County,CI90UBALLP_2023,14.5,poverty
6027,CA,Inyo County,POV017_2023,515.0,poverty
6027,CA,Inyo County,CI90LB017_2023,352.0,poverty
6027,CA,Inyo County,CI90UB017_2023,678.0,poverty
6027,CA,Inyo County,PCTPOV017_2023,14.2,poverty
6027,CA,Inyo County,CI90LB017P_2023,9.7,poverty
6027,CA,Inyo County,CI90UB017P_2023,18.7,poverty
6027,CA,Inyo County,POV517_2023,365.0,poverty
6027,CA,Inyo County,CI90LB517_2023,244.0,poverty
6027,CA,Inyo County,CI90UB517_2023,486.0,poverty
6027,CA,Inyo County,PCTPOV517_2023,13.2,poverty
6027,CA,Inyo County,CI90LB517P_2023,8.8,poverty
6027,CA,Inyo County,CI90UB517P_2023,17.6,poverty
6027,CA,Inyo County,MEDHHINC_2023,71656.0,poverty
6027,CA,Inyo County,CI90LBINC_2023,63583.0,poverty
6027,CA,Inyo County,CI90UBINC_2023,79729.0,poverty
6029,CA,Kern County,Rural_Urban_Continuum_Code_2023,2.0,poverty
6029,CA,Kern County,POVALL_2023,169857.0,poverty
6029,CA,Kern County,CI90LBALL_2023,159305.0,poverty
6029,CA,Kern County,CI90UBALL_2023,180409.0,poverty
6029,CA,Kern County,PCTPOVALL_2023,19.0,poverty
6029,CA,Kern County,CI90LBALLP_2023,17.8,poverty
6029,CA,Kern County,CI90UBALLP_2023,20.2,poverty
6029,CA,Kern County,POV017_2023,63566.0,poverty
6029,CA,Kern County,CI90LB017_2023,57470.0,poverty
6029,CA,Kern County,CI90UB017_2023,69662.0,poverty
6029,CA,Kern County,PCTPOV017_2023,24.8,poverty
6029,CA,Kern County,CI90LB017P_2023,22.4,poverty
6029,CA,Kern County,CI90UB017P_2023,27.2,poverty
6029,CA,Kern County,POV517_2023,45602.0,poverty
6029,CA,Kern County,CI90LB517_2023,41215.0,poverty
6029,CA,Kern County,CI90UB517_2023,49989.0,poverty
6029,CA,Kern County,PCTPOV517_2023,23.6,poverty
6029,CA,Kern County,CI90LB517P_2023,21.3,poverty
6029,CA,Kern County,CI90UB517P_2023,25.9,poverty
6029,CA,Kern County,MEDHHINC_2023,68436.0,poverty
6029,CA,Kern County,CI90LBINC_2023,66141.0,poverty
6029,CA,Kern County,CI90UBINC_2023,70731.0,poverty
6031,CA,Kings County,Rural_Urban_Continuum_Code_2023,3.0,poverty
6031,CA,Kings County,POVALL_2023,23950.0,poverty
6031,CA,Kings County,CI90LBALL_2023,20025.0,poverty
6031,CA,Kings County,CI90UBALL_2023,27875.0,poverty
6031,CA,Kings County,PCTPOVALL_2023,17.5,poverty
6031,CA,Kings County,CI90LBALLP_2023,14.6,poverty
6031,CA,Kings County,CI90UBALLP_2023,20.4,poverty
6031,CA,Kings County,POV017_2023,8148.0,poverty
6031,CA,Kings County,CI90LB017_2023,6369.0,poverty
6031,CA,Kings County,CI90UB017_2023,9927.0,poverty
6031,CA,Kings County,PCTPOV017_2023,20.3,poverty
6031,CA,Kings County,CI90LB017P_2023,15.9,poverty
6031,CA,Kings County,CI90UB017P_2023,24.7,poverty
6031,CA,Kings County,POV517_2023,5998.0,poverty
6031,CA,Kings County,CI90LB517_2023,4657.0,poverty
6031,CA,Kings County,CI90UB517_2023,7339.0,poverty
6031,CA,Kings County,PCTPOV517_2023,20.2,poverty
6031,CA,Kings County,CI90LB517P_2023,15.7,poverty
6031,CA,Kings County,CI90UB517P_2023,24.7,poverty
6031,CA,Kings County,MEDHHINC_2023,65768.0,poverty
6031,CA,Kings County,CI90LBINC_2023,60607.0,poverty
6031,CA,Kings County,CI90UBINC_2023,70929.0,poverty
6033,CA,Lake County,Rural_Urban_Continuum_Code_2023,4.0,poverty
6033,CA,Lake County,POVALL_2023,11790.0,poverty
6033,CA,Lake County,CI90LBALL_2023,9746.0,poverty
6033,CA,Lake County,CI90UBALL_2023,13834.0,poverty
6033,CA,Lake County,PCTPOVALL_2023,17.6,poverty
6033,CA,Lake County,CI90LBALLP_2023,14.6,poverty
6033,CA,Lake County,CI90UBALLP_2023,20.6,poverty
6033,CA,Lake County,POV017_2023,3148.0,poverty
6033,CA,Lake County,CI90LB017_2023,2225.0,poverty
6033,CA,Lake County,CI90UB017_2023,4071.0,poverty
6033,CA,Lake County,PCTPOV017_2023,21.6,poverty
6033,CA,Lake County,CI90LB017P_2023,15.3,poverty
6033,CA,Lake County,CI90UB017P_2023,27.9,poverty
6033,CA,Lake County,POV517_2023,2345.0,poverty
6033,CA,Lake County,CI90LB517_2023,1649.0,poverty
6033,CA,Lake County,CI90UB517_2023,3041.0,poverty
6033,CA,Lake County,PCTPOV517_2023,21.6,poverty
6033,CA,Lake County,CI90LB517P_2023,15.2,poverty
6033,CA,Lake County,CI90UB517P_2023,28.0,poverty
6033,CA,Lake County,MEDHHINC_2023,57945.0,poverty
6033,CA,Lake County,CI90LBINC_2023,53681.0,poverty
6033,CA,Lake County,CI90UBINC_2023,62209.0,poverty
6035,CA,Lassen County,Rural_Urban_Continuum_Code_2023,7.0,poverty
6035,CA,Lassen County,POVALL_2023,3992.0,poverty
6035,CA,Lassen County,CI90LBALL_2023,3055.0,poverty
6035,CA,Lassen County,CI90UBALL_2023,4929.0,poverty
6035,CA,Lassen County,PCTPOVALL_2023,17.1,poverty
6035,CA,Lassen County,CI90LBALLP_2023,13.1,poverty
6035,CA,Lassen County,CI90UBALLP_2023,21.1,poverty
6035,CA,Lassen County,POV017_2023,914.0,poverty
6035,CA,Lassen County,CI90LB017_2023,643.0,poverty
6035,CA,Lassen County,CI90UB017_2023,1185.0,poverty
6035,CA,Lassen County,PCTPOV017_2023,17.2,poverty
6035,CA,Lassen County,CI90LB017P_2023,12.1,poverty
6035,CA,Lassen County,CI90UB017P_2023,22.3,poverty
6035,CA,Lassen County,POV517_2023,648.0,poverty
6035,CA,Lassen County,CI90LB517_2023,448.0,poverty
6035,CA,Lassen County,CI90UB517_2023,848.0,poverty
6035,CA,Lassen County,PCTPOV517_2023,16.6,poverty
6035,CA,Lassen County,CI90LB517P_2023,11.5,poverty
6035,CA,Lassen County,CI90UB517P_2023,21.7,poverty
6035,CA,Lassen County,MEDHHINC_2023,77743.0,poverty
6035,CA,Lassen County,CI90LBINC_2023,73515.0,poverty
6035,CA,Lassen County,CI90UBINC_2023,81971.0,poverty
6037,CA,Los Angeles County,Rural_Urban_Continuum_Code_2023,1.0,poverty
6037,CA,Los Angeles County,POVALL_2023,1299957.0,poverty
6037,CA,Los Angeles County,CI90LBALL_2023,1260625.0,poverty
6037,CA,Los Angeles County,CI90UBALL_2023,1339289.0,poverty
6037,CA,Los Angeles County,PCTPOVALL_2023,13.7,poverty
6037,CA,Los Angeles County,CI90LBALLP_2023,13.3,poverty
6037,CA,Los Angeles County,CI90UBALLP_2023,14.1,poverty
6037,CA,Los Angeles County,POV017_2023,337451.0,poverty
6037,CA,Los Angeles County,CI90LB017_2023,319685.0,poverty
6037,CA,Los Angeles County,CI90UB017_2023,355217.0,poverty
6037,CA,Los Angeles County,PCTPOV017_2023,17.6,poverty
6037,CA,Los Angeles County,CI90LB017P_2023,16.7,poverty
6037,CA,Los Angeles County,CI90UB017P_2023,18.5,poverty
6037,CA,Los Angeles County,POV517_2023,253494.0,poverty
6037,CA,Los Angeles County,CI90LB517_2023,238990.0,poverty
6037,CA,Los Angeles County,CI90UB517_2023,267998.0,poverty
6037,CA,Los Angeles County,PCTPOV517_2023,17.5,poverty
6037,CA,Los Angeles County,CI90LB517P_2023,16.5,poverty
6037,CA,Los Angeles County,CI90UB517P_2023,18.5,poverty
6037,CA,Los Angeles County,MEDHHINC_2023,86499.0,poverty
6037,CA,Los Angeles County,CI90LBINC_2023,85733.0,poverty
6037,CA,Los Angeles County,CI90UBINC_2023,87265.0,poverty
